ID,Category,cluster,cluster_name
52618188,INFORMATION-TECHNOLOGY,7,Information Technology
28897981,INFORMATION-TECHNOLOGY,7,Information Technology
51639418,INFORMATION-TECHNOLOGY,7,Information Technology
20674668,INFORMATION-TECHNOLOGY,7,Information Technology
23527321,INFORMATION-TECHNOLOGY,7,Information Technology
18159866,INFORMATION-TECHNOLOGY,7,Information Technology
22776912,INFORMATION-TECHNOLOGY,7,Information Technology
23864648,INFORMATION-TECHNOLOGY,7,Information Technology
18187364,INFORMATION-TECHNOLOGY,7,Information Technology
83816738,INFORMATION-TECHNOLOGY,7,Information Technology
20824105,INFORMATION-TECHNOLOGY,7,Information Technology
33381211,INFORMATION-TECHNOLOGY,7,Information Technology
16533554,INFORMATION-TECHNOLOGY,7,Information Technology
20879311,INFORMATION-TECHNOLOGY,7,Information Technology
31111279,INFORMATION-TECHNOLOGY,6,HR & People Management
17111768,INFORMATION-TECHNOLOGY,7,Information Technology
11584809,INFORMATION-TECHNOLOGY,7,Information Technology
20408458,INFORMATION-TECHNOLOGY,7,Information Technology
91121135,INFORMATION-TECHNOLOGY,6,HR & People Management
24230851,INFORMATION-TECHNOLOGY,8,Sales & Retail
40018190,INFORMATION-TECHNOLOGY,7,Information Technology
16186411,INFORMATION-TECHNOLOGY,7,Information Technology
29975124,INFORMATION-TECHNOLOGY,7,Information Technology
26746496,INFORMATION-TECHNOLOGY,7,Information Technology
89413122,INFORMATION-TECHNOLOGY,2,Engineering & Construction
12334140,INFORMATION-TECHNOLOGY,6,HR & People Management
10641230,INFORMATION-TECHNOLOGY,7,Information Technology
10265057,INFORMATION-TECHNOLOGY,2,Engineering & Construction
30223363,INFORMATION-TECHNOLOGY,7,Information Technology
15791766,INFORMATION-TECHNOLOGY,7,Information Technology
29075857,INFORMATION-TECHNOLOGY,6,HR & People Management
12763627,INFORMATION-TECHNOLOGY,7,Information Technology
39718499,INFORMATION-TECHNOLOGY,10,Fitness & Wellness
27058381,INFORMATION-TECHNOLOGY,7,Information Technology
25857360,INFORMATION-TECHNOLOGY,6,HR & People Management
26768723,INFORMATION-TECHNOLOGY,7,Information Technology
31243710,INFORMATION-TECHNOLOGY,7,Information Technology
15297298,INFORMATION-TECHNOLOGY,1,Healthcare & Law
27295996,INFORMATION-TECHNOLOGY,7,Information Technology
39413067,INFORMATION-TECHNOLOGY,7,Information Technology
48037995,INFORMATION-TECHNOLOGY,1,Healthcare & Law
15802627,INFORMATION-TECHNOLOGY,7,Information Technology
51363762,INFORMATION-TECHNOLOGY,6,HR & People Management
18067556,INFORMATION-TECHNOLOGY,7,Information Technology
27485716,INFORMATION-TECHNOLOGY,7,Information Technology
26480367,INFORMATION-TECHNOLOGY,7,Information Technology
81761658,INFORMATION-TECHNOLOGY,7,Information Technology
79541391,INFORMATION-TECHNOLOGY,7,Information Technology
23666211,INFORMATION-TECHNOLOGY,6,HR & People Management
12467531,TEACHER,5,Education & Arts
19918523,TEACHER,5,Education & Arts
62184086,TEACHER,5,Education & Arts
28063132,TEACHER,5,Education & Arts
29797594,TEACHER,5,Education & Arts
22408666,TEACHER,5,Education & Arts
13087952,TEACHER,5,Education & Arts
15850434,TEACHER,5,Education & Arts
28772892,TEACHER,5,Education & Arts
33704389,TEACHER,5,Education & Arts
16210888,TEACHER,5,Education & Arts
38750659,TEACHER,5,Education & Arts
90363254,TEACHER,5,Education & Arts
66906212,TEACHER,5,Education & Arts
34745915,TEACHER,5,Education & Arts
34689720,TEACHER,5,Education & Arts
48547319,TEACHER,5,Education & Arts
19464810,TEACHER,5,Education & Arts
28086303,TEACHER,5,Education & Arts
13855004,TEACHER,5,Education & Arts
35421497,TEACHER,5,Education & Arts
69005326,TEACHER,5,Education & Arts
18001081,TEACHER,5,Education & Arts
14958913,TEACHER,5,Education & Arts
13296856,TEACHER,5,Education & Arts
63391085,TEACHER,5,Education & Arts
23939133,TEACHER,5,Education & Arts
96547039,TEACHER,5,Education & Arts
22807104,TEACHER,5,Education & Arts
23628651,TEACHER,5,Education & Arts
29486525,TEACHER,5,Education & Arts
22510753,TEACHER,5,Education & Arts
21773106,TEACHER,5,Education & Arts
34465087,TEACHER,8,Sales & Retail
24791126,TEACHER,3,Culinary & Hospitality
15899269,TEACHER,5,Education & Arts
37402097,TEACHER,1,Healthcare & Law
36206485,TEACHER,5,Education & Arts
36569713,TEACHER,5,Education & Arts
28013287,TEACHER,5,Education & Arts
29267293,TEACHER,5,Education & Arts
45286020,TEACHER,5,Education & Arts
13330982,TEACHER,5,Education & Arts
22551979,TEACHER,5,Education & Arts
29639533,TEACHER,5,Education & Arts
49285644,TEACHER,5,Education & Arts
16270906,TEACHER,0,Finance & Banking
27531694,TEACHER,5,Education & Arts
74816727,TEACHER,5,Education & Arts
23398843,TEACHER,5,Education & Arts
31552617,TEACHER,5,Education & Arts
19556300,TEACHER,5,Education & Arts
66683238,TEACHER,5,Education & Arts
17311685,TEACHER,5,Education & Arts
17481570,TEACHER,5,Education & Arts
22884757,TEACHER,5,Education & Arts
58708773,TEACHER,5,Education & Arts
10527994,TEACHER,5,Education & Arts
69532425,TEACHER,5,Education & Arts
20399718,TEACHER,5,Education & Arts
19302310,TEACHER,5,Education & Arts
51209395,TEACHER,5,Education & Arts
22632070,TEACHER,5,Education & Arts
22056333,TEACHER,5,Education & Arts
11336022,TEACHER,5,Education & Arts
11616482,TEACHER,5,Education & Arts
34033933,TEACHER,5,Education & Arts
21531811,TEACHER,5,Education & Arts
20626794,TEACHER,5,Education & Arts
58665241,TEACHER,5,Education & Arts
37660306,TEACHER,8,Sales & Retail
13583538,TEACHER,5,Education & Arts
20230207,TEACHER,5,Education & Arts
28642819,TEACHER,5,Education & Arts
16820422,TEACHER,5,Education & Arts
29930479,TEACHER,5,Education & Arts
25588694,TEACHER,5,Education & Arts
86597425,TEACHER,5,Education & Arts
10909720,TEACHER,5,Education & Arts
28933005,TEACHER,5,Education & Arts
53129155,TEACHER,5,Education & Arts
11943065,TEACHER,5,Education & Arts
45987048,TEACHER,5,Education & Arts
99244405,TEACHER,6,HR & People Management
32067700,TEACHER,5,Education & Arts
27126818,TEACHER,5,Education & Arts
19786924,TEACHER,5,Education & Arts
70892619,TEACHER,5,Education & Arts
25729119,TEACHER,5,Education & Arts
58105060,TEACHER,5,Education & Arts
12587973,TEACHER,5,Education & Arts
21611212,TEACHER,5,Education & Arts
21550454,TEACHER,5,Education & Arts
86322251,TEACHER,5,Education & Arts
22968380,TEACHER,5,Education & Arts
10504237,TEACHER,5,Education & Arts
24240349,TEACHER,5,Education & Arts
20478831,TEACHER,5,Education & Arts
79663360,TEACHER,5,Education & Arts
76196367,TEACHER,5,Education & Arts
27524018,TEACHER,5,Education & Arts
27798860,TEACHER,5,Education & Arts
14445309,ADVOCATE,1,Healthcare & Law
35474904,ADVOCATE,8,Sales & Retail
37348041,ADVOCATE,6,HR & People Management
89508407,ADVOCATE,5,Education & Arts
25873425,ADVOCATE,1,Healthcare & Law
31040875,ADVOCATE,1,Healthcare & Law
11188218,ADVOCATE,8,Sales & Retail
73448369,ADVOCATE,1,Healthcare & Law
42164460,ADVOCATE,8,Sales & Retail
18725071,ADVOCATE,1,Healthcare & Law
28974459,ADVOCATE,1,Healthcare & Law
38291889,ADVOCATE,1,Healthcare & Law
12171093,ADVOCATE,8,Sales & Retail
13967854,ADVOCATE,1,Healthcare & Law
90468982,ADVOCATE,8,Sales & Retail
49475708,ADVOCATE,8,Sales & Retail
54067174,ADVOCATE,1,Healthcare & Law
49486820,ADVOCATE,8,Sales & Retail
38860712,ADVOCATE,1,Healthcare & Law
16332348,ADVOCATE,1,Healthcare & Law
34970271,ADVOCATE,1,Healthcare & Law
14064815,ADVOCATE,8,Sales & Retail
12544735,ADVOCATE,1,Healthcare & Law
20138606,ADVOCATE,1,Healthcare & Law
36694627,ADVOCATE,1,Healthcare & Law
29926588,ADVOCATE,6,HR & People Management
28206098,ADVOCATE,8,Sales & Retail
20765795,ADVOCATE,1,Healthcare & Law
20272792,ADVOCATE,8,Sales & Retail
20324037,ADVOCATE,8,Sales & Retail
53169257,ADVOCATE,1,Healthcare & Law
24588864,ADVOCATE,6,HR & People Management
11963737,ADVOCATE,1,Healthcare & Law
13593241,ADVOCATE,5,Education & Arts
22391901,ADVOCATE,8,Sales & Retail
10344379,ADVOCATE,1,Healthcare & Law
74126637,ADVOCATE,8,Sales & Retail
26071861,ADVOCATE,7,Information Technology
24410405,ADVOCATE,8,Sales & Retail
14146106,ADVOCATE,8,Sales & Retail
74191424,ADVOCATE,1,Healthcare & Law
10186968,ADVOCATE,1,Healthcare & Law
20400279,ADVOCATE,8,Sales & Retail
23427369,ADVOCATE,1,Healthcare & Law
95714702,ADVOCATE,6,HR & People Management
18997135,ADVOCATE,1,Healthcare & Law
11773767,ADVOCATE,1,Healthcare & Law
78538268,ADVOCATE,6,HR & People Management
13909762,ADVOCATE,8,Sales & Retail
20604208,ADVOCATE,1,Healthcare & Law
72652441,ADVOCATE,8,Sales & Retail
24754689,ADVOCATE,8,Sales & Retail
75057933,ADVOCATE,1,Healthcare & Law
19063156,ADVOCATE,1,Healthcare & Law
91051945,ADVOCATE,0,Finance & Banking
14176254,ADVOCATE,8,Sales & Retail
22259475,ADVOCATE,1,Healthcare & Law
37560528,ADVOCATE,1,Healthcare & Law
23577836,ADVOCATE,1,Healthcare & Law
36392131,ADVOCATE,6,HR & People Management
32965335,ADVOCATE,7,Information Technology
21614256,ADVOCATE,1,Healthcare & Law
97405769,ADVOCATE,8,Sales & Retail
95970987,ADVOCATE,1,Healthcare & Law
17021141,ADVOCATE,1,Healthcare & Law
15337481,ADVOCATE,8,Sales & Retail
75950464,ADVOCATE,8,Sales & Retail
19518606,ADVOCATE,8,Sales & Retail
15727656,ADVOCATE,1,Healthcare & Law
31242382,ADVOCATE,8,Sales & Retail
29173771,ADVOCATE,6,HR & People Management
19108760,ADVOCATE,1,Healthcare & Law
14708590,ADVOCATE,1,Healthcare & Law
77439230,ADVOCATE,1,Healthcare & Law
40088790,ADVOCATE,8,Sales & Retail
22042181,ADVOCATE,8,Sales & Retail
29415426,ADVOCATE,6,HR & People Management
37333719,ADVOCATE,1,Healthcare & Law
15313140,ADVOCATE,1,Healthcare & Law
13072354,ADVOCATE,1,Healthcare & Law
20544228,ADVOCATE,1,Healthcare & Law
30741799,ADVOCATE,1,Healthcare & Law
17847636,ADVOCATE,1,Healthcare & Law
80503242,ADVOCATE,1,Healthcare & Law
26456474,ADVOCATE,1,Healthcare & Law
10818478,ADVOCATE,8,Sales & Retail
24124250,ADVOCATE,1,Healthcare & Law
37640804,ADVOCATE,1,Healthcare & Law
27182111,ADVOCATE,1,Healthcare & Law
11174187,ADVOCATE,1,Healthcare & Law
47133747,ADVOCATE,1,Healthcare & Law
10659182,ADVOCATE,5,Education & Arts
35344611,ADVOCATE,6,HR & People Management
13342150,ADVOCATE,1,Healthcare & Law
28111403,ADVOCATE,4,Business & Media
34327438,ADVOCATE,4,Business & Media
15958967,ADVOCATE,1,Healthcare & Law
13115648,ADVOCATE,6,HR & People Management
46772262,ADVOCATE,1,Healthcare & Law
38059130,ADVOCATE,6,HR & People Management
24695561,ADVOCATE,7,Information Technology
93512385,ADVOCATE,4,Business & Media
38698573,ADVOCATE,6,HR & People Management
18090899,ADVOCATE,4,Business & Media
23804341,ADVOCATE,6,HR & People Management
29177904,ADVOCATE,6,HR & People Management
17911230,ADVOCATE,6,HR & People Management
19926135,ADVOCATE,6,HR & People Management
44115326,ADVOCATE,7,Information Technology
75435017,ADVOCATE,1,Healthcare & Law
19234823,ADVOCATE,0,Finance & Banking
13809698,ADVOCATE,1,Healthcare & Law
17254634,ADVOCATE,1,Healthcare & Law
28871170,ADVOCATE,1,Healthcare & Law
24946537,ADVOCATE,4,Business & Media
28635795,ADVOCATE,6,HR & People Management
24763208,ADVOCATE,8,Sales & Retail
17165107,ADVOCATE,10,Fitness & Wellness
65708020,BUSINESS-DEVELOPMENT,4,Business & Media
36805025,BUSINESS-DEVELOPMENT,4,Business & Media
13080868,BUSINESS-DEVELOPMENT,4,Business & Media
20748929,BUSINESS-DEVELOPMENT,7,Information Technology
26581830,BUSINESS-DEVELOPMENT,6,HR & People Management
38688388,BUSINESS-DEVELOPMENT,4,Business & Media
25397102,BUSINESS-DEVELOPMENT,7,Information Technology
12059198,BUSINESS-DEVELOPMENT,1,Healthcare & Law
10228751,BUSINESS-DEVELOPMENT,4,Business & Media
61677751,BUSINESS-DEVELOPMENT,4,Business & Media
20553895,BUSINESS-DEVELOPMENT,4,Business & Media
18757174,BUSINESS-DEVELOPMENT,4,Business & Media
14726000,BUSINESS-DEVELOPMENT,4,Business & Media
29208172,BUSINESS-DEVELOPMENT,7,Information Technology
40792022,BUSINESS-DEVELOPMENT,8,Sales & Retail
17095812,BUSINESS-DEVELOPMENT,8,Sales & Retail
27850777,BUSINESS-DEVELOPMENT,4,Business & Media
90629382,BUSINESS-DEVELOPMENT,4,Business & Media
34797369,BUSINESS-DEVELOPMENT,4,Business & Media
98379112,BUSINESS-DEVELOPMENT,4,Business & Media
37521676,BUSINESS-DEVELOPMENT,4,Business & Media
10501991,BUSINESS-DEVELOPMENT,4,Business & Media
18293620,BUSINESS-DEVELOPMENT,4,Business & Media
19557384,BUSINESS-DEVELOPMENT,4,Business & Media
15423153,BUSINESS-DEVELOPMENT,4,Business & Media
20357858,BUSINESS-DEVELOPMENT,4,Business & Media
12546838,BUSINESS-DEVELOPMENT,4,Business & Media
24647386,BUSINESS-DEVELOPMENT,4,Business & Media
23568641,BUSINESS-DEVELOPMENT,4,Business & Media
22423839,BUSINESS-DEVELOPMENT,4,Business & Media
19738730,BUSINESS-DEVELOPMENT,3,Culinary & Hospitality
32531824,BUSINESS-DEVELOPMENT,4,Business & Media
34046031,BUSINESS-DEVELOPMENT,4,Business & Media
14825300,BUSINESS-DEVELOPMENT,4,Business & Media
37391947,BUSINESS-DEVELOPMENT,8,Sales & Retail
26896699,BUSINESS-DEVELOPMENT,4,Business & Media
11289482,BUSINESS-DEVELOPMENT,4,Business & Media
29908929,BUSINESS-DEVELOPMENT,6,HR & People Management
10704573,BUSINESS-DEVELOPMENT,4,Business & Media
14990354,BUSINESS-DEVELOPMENT,4,Business & Media
24964303,BUSINESS-DEVELOPMENT,4,Business & Media
82118447,BUSINESS-DEVELOPMENT,4,Business & Media
18236085,BUSINESS-DEVELOPMENT,1,Healthcare & Law
29825044,BUSINESS-DEVELOPMENT,4,Business & Media
77576845,BUSINESS-DEVELOPMENT,6,HR & People Management
39237915,BUSINESS-DEVELOPMENT,6,HR & People Management
28916894,BUSINESS-DEVELOPMENT,4,Business & Media
26278597,BUSINESS-DEVELOPMENT,4,Business & Media
80275976,BUSINESS-DEVELOPMENT,4,Business & Media
11088337,BUSINESS-DEVELOPMENT,4,Business & Media
23396633,BUSINESS-DEVELOPMENT,4,Business & Media
12814706,BUSINESS-DEVELOPMENT,4,Business & Media
39875803,BUSINESS-DEVELOPMENT,4,Business & Media
30938994,BUSINESS-DEVELOPMENT,4,Business & Media
16694152,BUSINESS-DEVELOPMENT,4,Business & Media
15233524,BUSINESS-DEVELOPMENT,4,Business & Media
81310245,BUSINESS-DEVELOPMENT,4,Business & Media
22025574,BUSINESS-DEVELOPMENT,1,Healthcare & Law
13888506,BUSINESS-DEVELOPMENT,4,Business & Media
79759716,BUSINESS-DEVELOPMENT,4,Business & Media
10541358,BUSINESS-DEVELOPMENT,4,Business & Media
31638814,BUSINESS-DEVELOPMENT,4,Business & Media
25370801,BUSINESS-DEVELOPMENT,4,Business & Media
27796199,BUSINESS-DEVELOPMENT,1,Healthcare & Law
